# PUBG recoil patterns_db - generated by bake_pubg_patterns.py
# Format: #KEY weapon|muzzle|lower|stock / #RPM n / dx,dy lines / #END

#KEY P18C|bare|bare|bare
#RPM 750
4.282,15.7
3.875,19.98
-5.302,17.33
3.263,16.11
3.058,17.13
-3.262,19.78
-4.69,16.32
-2.855,18.35
-2.651,20.8
-3.467,20.39
-3.874,17.74
-5.098,21.41
3.67,20.192
-4.078,20.188
-4.282,20.188
5.913,19.984
3.263,24.2668
#END

#KEY M16A4|compensator|bare|bare
#RPM 700
-1.007,12.09
5.037,10.41
4.365,13.1
-4.029,18.8
-7.052,16.12
-4.03,12.76
-3.694,15.11
-4.365,18.14
0.0,14.77
3.358,14.78
-1.679,16.45
5.373,13.1
3.022,14.1
-2.351,14.78
2.351,16.12
8.731,12.76
-3.694,14.77
3.694,14.44
-3.358,14.1
2.35,13.1
3.694,15.45
2.015,11.75
-5.709,15.78
6.381,13.44
-4.702,15.44
1.679,14.11
3.694,15.44
2.687,15.45
5.373,15.45
-3.023,14.77
-6.38,19.48
-2.686,14.44
-2.687,16.79
-2.686,14.44
1.343,17.46
#END

#KEY M16A4|compensator|bare|tactical
#RPM 700
1.906,12.62
0.238,9.77
-2.382,14.77
1.905,14.05
3.573,14.77
4.288,15.24
-4.049,15.49
2.62,15.24
-3.573,15.72
-2.62,15.96
4.049,16.2
1.906,14.29
-4.288,14.29
1.191,15.49
-2.144,15.24
0.953,14.05
3.097,13.82
-0.477,16.2
3.335,13.81
-5.24,14.77
-2.382,15.25
0.476,12.38
4.764,18.34
-1.667,13.82
-2.382,15.24
-2.621,15.25
-5.955,14.29
1.668,14.29
-3.335,16.68
-3.811,15.0
-5.002,16.2
-2.859,13.34
-3.335,20.49
-2.62,13.33
-5.002,16.2
#END

#KEY M16A4|flash_hider|bare|bare
#RPM 700
-0.548,12.6
-3.107,9.32
1.462,17.55
5.665,14.43
-3.655,18.09
-4.385,17.55
2.558,18.45
1.462,16.45
-2.01,15.71
6.03,18.28
-2.924,17.17
2.376,17.18
-2.193,14.8
-1.462,18.46
-8.588,16.08
2.375,14.07
5.117,16.44
2.558,12.61
2.558,14.44
3.837,14.43
5.665,13.71
4.934,16.63
4.02,15.53
-4.02,18.82
-4.203,14.44
2.924,17.54
5.665,16.45
5.482,18.45
-0.914,17.54
3.837,16.63
-2.01,14.99
-3.472,17.36
3.472,16.626
-4.02,18.639
-3.655,18.09
#END

#KEY M16A4|flash_hider|bare|tactical
#RPM 700
1.738,12.66
0.745,12.42
6.953,14.15
-5.215,15.89
-2.483,15.65
6.208,16.63
4.718,12.67
-2.732,14.4
2.235,17.38
-2.98,16.39
1.49,18.37
2.98,16.89
7.946,16.88
-4.47,17.39
-5.959,15.14
-3.228,18.87
-2.98,18.13
-5.463,17.13
5.215,17.14
0.248,16.39
1.49,17.88
-2.732,16.14
3.725,17.13
3.476,16.39
2.483,13.16
2.484,17.13
-4.47,14.4
-2.731,14.41
1.738,15.39
1.986,16.14
5.215,13.16
3.973,14.4
5.214,17.63
3.973,18.875
-1.49,18.375
#END

#KEY M16A4|bare|bare|tactical
#RPM 700
1.377,17.06
3.166,8.68
2.202,15.55
-2.202,20.78
-4.267,16.52
-5.643,18.03
-3.579,20.1
-2.89,16.79
2.477,17.48
-2.202,16.51
-3.992,18.86
0.551,17.76
-3.992,18.03
1.79,18.03
3.441,17.61
-0.826,16.25
-4.955,20.37
5.092,19.4
-1.927,17.07
1.79,15.55
-1.927,15.14
1.376,19.41
-2.477,19.27
1.789,17.07
-3.303,16.79
-1.377,16.38
-6.469,18.72
-3.578,17.06
-3.441,19.14
3.028,19.68
3.991,16.1
5.368,19.27
5.093,16.93
3.028,21.47
-6.882,17.896
#END

#KEY M416|bare|bare|bare
#RPM 710
3.414,22.44
1.464,11.46
-2.927,15.37
-0.488,18.53
3.415,21.22
1.951,21.22
-5.122,22.69
-0.976,20.24
3.903,24.39
2.927,23.17
-2.927,19.27
-0.976,18.78
-3.414,22.69
-0.732,22.68
2.927,25.12
1.707,21.71
-2.927,22.44
0.244,21.46
2.683,23.91
3.171,25.36
-6.342,23.42
-2.683,23.41
6.098,22.69
1.707,27.8
-7.317,25.126
-1.463,26.342
5.122,25.367
2.927,29.269
#END

#KEY M416|bare|angled|bare
#RPM 710
-1.921,23.78
0.0,11.05
-4.564,12.25
-0.24,16.09
1.441,18.74
0.48,17.77
5.044,23.06
5.045,22.58
-1.682,21.86
-3.122,18.25
-0.721,22.1
-2.402,22.1
-6.726,18.73
-2.161,18.26
-3.844,21.86
-0.72,18.01
1.201,18.02
2.402,21.38
-2.162,20.65
-1.681,23.3
-1.922,25.46
0.0,22.82
5.284,21.14
1.442,25.94
0.24,27.39
0.72,23.3
-4.804,25.937
-1.441,23.54
#END

#KEY M416|bare|angled|tactical
#RPM 710
-2.135,21.35
0.657,11.01
1.642,16.59
1.642,16.91
2.957,21.19
1.642,17.9
4.27,19.71
0.493,19.7
-2.957,20.2
-1.313,17.41
5.091,21.84
2.135,23.0
5.748,23.81
2.792,20.53
-2.792,19.71
0.0,23.32
2.792,22.66
0.985,22.66
3.285,21.52
1.642,22.99
-2.956,20.86
0.164,22.17
-3.941,18.89
-0.657,24.63
2.299,23.81
0.493,23.98
4.926,22.66
0.329,20.04
#END

#KEY M416|compensator|bare|bare
#RPM 710
1.199,24.19
1.2,9.2
0.6,14.39
1.399,14.8
3.999,16.2
1.6,17.59
3.999,15.6
1.399,16.79
5.399,16.2
3.399,17.59
-3.199,15.8
0.4,17.59
4.599,17.2
0.999,15.2
-2.199,17.79
-1.6,17.4
-2.799,16.59
-1.399,18.0
-2.8,17.19
0.4,17.4
1.8,16.79
2.399,18.0
4.599,16.39
2.799,16.2
6.198,18.2
0.4,19.99
-1.799,19.8
-1.2,20.79
#END

#KEY M416|compensator|angled|bare
#RPM 710
-0.381,19.33
-0.127,8.01
-1.526,9.66
0.509,14.24
-3.179,12.08
-0.763,15.39
1.017,14.62
1.907,13.86
-4.831,17.17
-2.925,15.63
4.578,15.14
1.144,18.43
-4.069,15.52
-1.78,19.58
-2.162,14.37
-0.89,17.41
1.145,15.9
1.398,14.62
-1.78,15.01
-0.254,14.11
2.67,15.89
-0.381,14.88
4.831,14.24
1.145,18.06
2.797,16.02
1.907,19.2
4.578,19.32
2.034,17.04
#END

#KEY M416|compensator|angled|tactical
#RPM 710
-1.066,22.39
-0.177,8.35
1.243,12.62
1.955,14.39
-2.132,15.11
-0.889,16.7
5.154,16.7
1.243,16.53
3.732,13.51
0.0,14.92
5.509,18.48
3.376,16.17
3.021,15.82
2.31,14.93
-4.975,18.12
-2.666,14.75
-1.599,16.71
-2.666,15.1
-5.686,15.46
-1.777,16.17
3.199,15.46
2.665,15.11
3.376,15.63
2.844,17.6
4.087,14.75
0.71,15.46
-3.909,17.41
-1.599,17.06
#END

#KEY M416|compensator|half|bare
#RPM 710
-1.565,21.24
0.0,8.49
4.025,7.61
1.565,12.96
-2.683,12.97
-0.448,11.85
3.578,12.75
0.894,11.62
6.037,14.54
1.342,13.19
5.813,11.63
0.447,12.52
3.578,11.62
1.789,16.33
-4.249,15.87
0.448,14.09
-4.025,15.43
-1.118,13.86
5.366,17.22
0.0,13.86
-0.894,15.2
-1.565,14.09
-6.932,13.86
-1.341,16.32
-8.273,15.21
-0.671,14.53
-5.366,16.55
-0.671,14.53
#END

#KEY M416|compensator|half|tactical
#RPM 710
2.705,22.1
2.48,9.01
-2.705,11.73
-0.226,13.98
-4.284,14.2
-2.029,14.66
3.157,15.33
-0.677,14.88
-1.127,15.11
-1.127,15.78
4.058,16.01
3.382,16.0
-4.509,16.01
-0.677,14.66
2.931,13.3
0.451,13.75
3.608,14.88
1.353,13.98
5.411,14.88
1.803,14.88
3.382,14.21
4.059,13.3
5.411,14.88
3.833,14.88
4.96,16.01
3.833,13.3
5.411,13.31
2.255,13.52
#END

#KEY M416|compensator|laser|bare
#RPM 710
-1.886,23.94
-1.131,10.19
2.263,14.14
-0.377,14.89
2.828,14.15
1.508,16.59
-5.845,14.9
-1.697,15.08
-3.96,18.48
-1.32,16.78
-5.091,16.4
-3.582,13.58
-2.64,16.97
-3.771,17.35
-2.829,17.72
-0.188,15.09
-7.354,14.89
-1.886,14.71
4.149,17.92
1.885,18.1
3.017,21.49
-0.377,19.24
-0.754,19.61
-0.943,19.04
-7.731,17.16
-2.8284,15.84
-3.394,16.21
0.1885,19.43
#END

#KEY M416|compensator|laser|tactical
#RPM 710
0.54,17.52
-0.18,9.39
1.81,12.47
1.08,10.65
-2.16,14.09
-1.45,14.63
-1.264,14.81
-3.07,16.08
3.431,16.07
0.903,16.8
-3.431,15.17
-1.084,18.24
-3.973,18.24
0.0,16.26
-3.613,16.8
-1.083,15.89
-8.309,15.35
-3.612,16.08
-6.322,18.96
-1.083,17.16
-3.974,14.81
-0.903,16.07
2.529,15.0
2.528,18.42
-6.682,17.88
-2.348,16.98
2.528,16.79
0.723,17.52
#END

#KEY M416|compensator|light|bare
#RPM 710
-1.523,15.66
-1.281,7.78
3.934,11.71
1.373,15.1
-1.83,17.11
0.091,15.0
-5.947,16.01
-2.471,18.49
-3.294,17.11
-1.006,16.38
3.385,16.1
1.373,15.83
-2.471,16.1
-1.006,15.01
-3.66,16.83
0.366,17.66
2.013,14.37
1.83,15.0
-6.954,16.2
-2.287,17.75
-2.837,18.03
-1.555,15.28
-5.856,16.19
-0.732,18.94
4.209,17.66
4.392,19.49
3.293,17.66
2.196,17.75
#END

#KEY M416|compensator|light|tactical
#RPM 710
-1.251,11.01
3.502,5.26
0.501,11.0
-2.752,16.02
-0.501,13.76
-0.75,16.76
-2.002,17.26
-5.003,15.26
-1.752,17.02
-3.753,16.01
-1.0,17.01
-3.753,16.51
-0.751,15.01
-5.504,16.26
-0.5,15.02
-2.752,16.26
-1.501,17.26
-7.506,16.26
-1.501,15.76
4.003,15.77
3.002,16.01
-3.002,17.26
-3.502,17.01
4.753,16.01
-0.25,17.52
7.756,15.51
2.752,15.26
4.003,18.76
#END

#KEY M416|compensator|thumb|bare
#RPM 710
2.249,22.49
0.749,10.49
1.999,12.24
0.249,14.74
-1.998,11.49
-2.248,18.98
3.497,13.49
1.749,16.49
1.998,15.74
1.249,14.99
8.244,16.23
2.748,13.74
-4.497,14.24
-1.748,14.99
3.247,16.24
-0.5,16.49
4.997,15.49
1.499,14.98
3.247,16.49
1.499,14.99
4.247,14.99
1.249,17.24
5.246,18.23
0.499,16.24
4.997,16.74
0.0,19.98
4.246,16.24
1.249,14.99
#END

#KEY M416|compensator|thumb|tactical
#RPM 710
-1.368,19.68
-0.685,10.6
-1.539,9.93
-0.685,10.95
1.54,16.08
0.513,13.86
-1.368,16.08
-1.198,16.08
-6.843,16.94
-0.856,15.91
1.882,14.37
2.738,15.91
-3.593,15.74
0.0,14.71
-2.224,15.23
-2.737,14.54
-4.962,15.91
-0.684,15.57
5.646,14.37
1.881,15.05
-3.934,15.74
-1.027,15.4
-3.421,16.77
-1.198,17.27
2.737,14.55
1.882,16.59
-2.224,14.2
-2.053,17.96
#END

#KEY M416|compensator|vertical|bare
#RPM 710
-2.589,15.99
-0.304,6.7
-2.284,10.66
-2.437,9.44
3.807,11.88
-0.152,13.25
-1.827,12.18
-1.676,12.03
3.96,14.16
1.979,12.94
-2.284,12.8
-1.37,14.0
-5.635,13.71
-1.675,12.03
5.482,12.94
1.523,12.79
6.091,12.49
1.98,12.95
4.568,14.31
3.198,12.94
-5.787,14.77
-1.066,12.34
-4.416,19.34
-0.913,11.11
-7.919,14.62
-2.284,13.4
1.371,15.99
0.913,15.53
#END

#KEY M416|compensator|vertical|tactical
#RPM 710
2.539,13.6
0.747,7.31
-1.941,10.31
0.298,10.9
-2.091,12.1
-2.987,16.43
-4.929,10.31
-1.793,14.19
3.884,12.25
3.286,13.14
-1.494,11.65
-1.344,16.88
-4.481,13.89
-2.987,12.55
2.838,14.19
1.493,14.19
6.423,10.9
3.286,14.19
-2.39,14.94
-0.448,13.29
-2.838,14.19
-2.24,12.25
4.033,14.34
1.493,14.48
-1.941,12.7
-1.195,14.79
-3.286,14.93
0.0,14.04
#END

#KEY M416|flash_hider|bare|bare
#RPM 710
1.293,21.99
1.078,9.92
-3.449,15.09
-1.94,16.81
-4.096,14.45
-1.94,15.95
4.527,14.66
0.646,17.24
3.234,18.54
0.862,15.74
6.467,16.6
3.881,19.18
4.958,18.33
-0.647,15.73
4.743,19.19
0.0,16.17
4.311,17.46
0.862,17.89
5.39,15.95
2.587,20.7
-5.821,19.62
-1.94,20.91
4.743,23.06
2.586,20.91
-0.862,20.48
-0.862,22.42
-4.958,20.48
-1.294,22.64
#END

#KEY M416|flash_hider|angled|bare
#RPM 710
1.755,23.03
0.219,9.43
-0.658,12.94
-0.439,16.0
-0.877,14.26
2.851,17.54
1.973,16.23
1.097,14.47
-1.974,21.27
-3.289,18.42
-2.631,18.86
-3.509,16.44
-5.701,18.86
-2.193,19.08
-6.14,16.0
1.097,18.64
-8.552,21.05
-2.193,20.62
3.289,16.22
0.0,18.86
-1.754,20.61
-1.316,20.83
-5.482,17.11
-4.166,21.49
-5.482,24.56
-2.412,21.05
-2.193,24.56
-0.438,21.71
#END

#KEY M416|flash_hider|angled|tactical
#RPM 710
-2.298,20.96
0.405,10.41
1.758,12.44
0.541,13.11
2.433,15.01
0.136,15.55
-2.434,18.25
-0.676,16.63
-6.625,16.22
-1.758,21.1
2.839,15.95
3.245,16.63
5.679,19.61
3.515,15.0
3.786,18.39
0.135,15.55
-0.811,18.39
-0.811,14.19
-2.299,18.93
-0.541,19.61
4.192,17.84
0.811,19.61
-1.893,20.95
-0.135,15.55
-1.487,17.31
-2.164,17.44
-2.568,17.85
-0.271,18.12
#END

#KEY M416|flash_hider|half|bare
#RPM 710
1.718,23.2
0.344,7.91
2.234,12.03
0.172,12.38
-2.234,12.71
-3.438,15.13
-2.75,14.44
-1.031,16.84
-7.906,14.78
-1.891,13.07
2.406,16.5
1.547,14.43
-7.39,14.27
-2.75,17.19
-2.407,17.18
0.0,14.78
-6.531,16.85
-1.375,15.81
-6.187,18.39
-0.688,15.81
-3.609,19.08
-0.86,17.53
-3.265,18.05
-1.031,14.09
2.922,16.5
-0.344,15.99
-3.094,16.33
0.172,18.22
#END

#KEY M416|flash_hider|half|tactical
#RPM 710
1.971,23.91
0.247,7.88
-0.74,13.31
-1.478,13.06
-4.436,16.27
-1.233,14.54
5.176,14.78
0.0,15.53
-4.683,17.0
-2.957,14.54
-3.696,14.54
-2.218,13.31
-1.725,17.0
-0.74,17.99
3.943,17.5
1.479,16.27
4.929,13.06
1.971,15.28
-7.147,16.51
-3.203,15.28
4.682,18.23
1.725,13.8
-1.479,15.28
-2.217,13.8
-6.408,15.04
-1.725,13.8
-4.929,16.26
0.247,17.5
#END

#KEY M416|flash_hider|laser|bare
#RPM 710
-0.218,23.57
-0.437,9.82
5.02,13.31
1.309,18.11
2.4,17.46
2.837,15.93
-7.201,19.86
-1.528,16.59
2.619,19.85
0.873,17.24
-6.11,17.02
-1.528,17.46
5.019,14.4
0.437,18.12
-3.928,19.85
-0.219,20.74
-6.328,19.85
0.873,19.42
-3.71,22.05
-2.4,16.14
6.765,17.24
1.091,22.92
8.729,20.51
3.055,22.04
3.928,21.38
1.527,21.17
-4.146,19.21
0.655,20.94
#END

#KEY M416|flash_hider|laser|tactical
#RPM 710
1.431,20.03
0.0,9.73
2.861,12.3
1.145,16.31
0.858,15.74
3.147,15.74
-5.15,18.88
-2.003,18.03
-5.151,16.31
-3.147,15.16
5.437,18.89
2.575,20.6
6.295,16.88
1.717,18.32
-3.72,17.74
0.0,20.89
-4.864,17.16
-3.148,17.74
1.145,20.03
2.861,13.74
5.15,17.17
2.862,20.03
-0.859,18.02
-0.858,19.46
-4.006,19.17
-2.003,17.46
-4.578,20.88
2.289,15.17
#END

#KEY M416|flash_hider|light|bare
#RPM 710
1.416,15.58
1.619,7.28
1.416,10.93
1.417,15.78
3.439,16.59
3.035,15.58
5.665,19.42
3.44,18.62
3.642,18.21
0.809,19.42
-1.011,17.0
-2.024,19.22
2.631,16.19
3.844,16.99
2.226,19.42
2.832,17.41
3.035,18.41
1.012,13.55
-1.416,18.82
-3.44,19.42
-1.416,18.21
-1.012,17.61
4.249,16.59
3.035,20.43
-2.833,17.81
-0.809,24.48
-2.833,18.01
-1.214,18.81
#END

#KEY M416|flash_hider|light|tactical
#RPM 710
0.674,10.79
0.54,6.87
-1.281,11.35
-0.286,12.21
-3.622,13.92
-0.191,15.25
-3.051,18.31
-0.953,17.73
-7.818,16.02
-3.814,16.58
-3.813,16.02
-2.288,17.35
-5.339,17.74
-2.479,17.16
5.339,16.59
3.051,19.83
-5.721,19.64
-2.097,17.54
-4.958,16.78
-2.669,16.59
-3.051,18.11
-3.051,19.45
-2.86,19.64
-1.335,20.98
4.576,20.02
2.098,19.64
-3.051,23.26
-0.381,15.83
#END

#KEY M416|flash_hider|thumb|bare
#RPM 710
1.157,21.6
-0.193,11.37
-1.156,12.53
-1.928,14.27
4.241,15.23
1.35,14.85
-3.085,16.96
0.0,18.51
0.385,13.69
3.471,16.0
-8.869,18.12
-0.193,14.85
-6.555,19.09
-3.084,16.58
-4.435,21.59
-2.699,15.81
5.398,16.19
3.664,16.01
-2.7,18.7
0.964,18.51
-5.591,18.89
-1.542,18.7
-6.17,19.09
-2.506,20.24
-2.8919,21.21
-0.5784,23.91
7.7123,19.08
1.349,17.74
#END

#KEY M416|flash_hider|thumb|tactical
#RPM 710
-0.776,18.35
0.0,9.56
-2.584,13.18
0.0,14.21
-2.326,13.7
0.0,16.28
2.584,14.47
1.551,16.28
6.977,19.39
2.585,16.02
-2.326,18.6
-1.034,15.51
-8.269,21.19
-0.776,15.51
5.427,15.24
-0.775,16.8
10.078,16.8
1.809,16.02
-3.359,15.25
-1.034,14.21
-2.842,18.09
-1.034,17.06
4.393,16.02
1.809,14.21
-1.809,17.32
-5.427,15.76
-1.809,18.87
-1.809,15.24
#END

#KEY M416|flash_hider|vertical|bare
#RPM 710
1.197,15.8
1.196,10.05
-1.196,10.29
-0.479,12.21
-3.59,12.92
0.0,12.21
4.308,14.36
1.914,12.68
-4.068,16.03
-3.351,13.65
-5.504,14.83
-1.197,13.88
2.394,13.89
-0.24,14.59
7.18,14.12
4.069,13.41
1.675,16.03
1.914,14.84
4.787,15.56
2.872,13.64
-5.265,15.31
-2.872,17.71
1.675,16.52
3.59,16.75
3.829,15.55
3.111,16.76
-5.265,16.03
-1.197,16.99
#END

#KEY M416|flash_hider|vertical|tactical
#RPM 710
1.993,14.18
2.344,8.68
-4.689,11.02
-2.344,11.95
-3.752,11.96
-2.579,12.9
3.869,14.65
0.703,13.71
-2.462,17.71
-1.289,13.12
-7.385,12.2
-2.111,14.88
4.924,15.13
2.462,14.42
-1.993,16.99
-2.11,17.47
-2.579,14.42
-0.938,17.82
2.345,14.18
1.055,15.83
7.033,15.82
2.11,13.6
4.22,17.82
-0.468,14.07
-1.29,15.94
-0.703,16.53
2.696,12.66
0.703,14.42
#END

#KEY M416|bare|half|bare
#RPM 710
0.197,22.68
0.592,8.09
2.959,13.42
1.579,13.81
-3.552,19.73
-1.578,16.77
4.932,20.72
-0.197,17.95
5.327,18.55
1.776,17.75
-8.879,20.13
0.592,17.16
-6.905,15.79
-0.592,17.95
-5.13,17.36
-1.381,18.55
3.552,16.18
0.394,18.35
4.341,15.39
0.197,17.95
5.722,18.55
3.748,19.53
3.354,18.94
1.184,21.31
-1.578,19.14
-0.197,17.36
-5.722,15.98
-3.354,18.94
#END

#KEY M416|bare|half|tactical
#RPM 710
1.789,22.29
0.138,11.43
-3.166,12.8
0.413,15.14
-6.193,16.79
-1.927,14.32
-1.652,16.51
-2.065,18.31
-6.469,18.44
-1.376,21.47
1.652,18.58
2.477,20.37
4.955,16.66
3.716,16.79
-4.129,16.52
-0.963,18.3
-2.202,18.45
-1.927,18.58
5.368,16.38
0.137,18.72
6.882,16.24
2.753,18.58
3.854,19.13
1.651,18.44
5.368,18.17
2.34,17.48
5.368,18.31
0.0,20.78
#END

#KEY M416|bare|laser|bare
#RPM 710
2.034,24.15
0.762,10.43
3.305,15.25
1.78,18.05
-3.051,19.07
-0.508,18.81
-3.305,22.37
-2.034,23.9
8.644,19.33
4.322,19.32
3.559,18.3
4.068,22.12
5.593,20.09
3.559,24.4
4.577,23.14
1.017,20.59
7.627,21.36
2.288,21.35
7.881,20.85
3.051,26.19
-2.288,21.61
-0.508,24.15
2.288,24.92
1.271,26.94
4.576,22.63
1.78,24.15
-6.102,30.51
-1.525,26.95
#END

#KEY M416|bare|laser|tactical
#RPM 710
-3.4,20.92
0.34,11.22
-3.231,16.49
0.68,20.41
1.701,19.38
0.85,21.26
-1.871,21.93
-1.36,23.3
-9.352,24.48
-2.38,21.94
-8.842,21.08
-1.701,22.27
3.061,23.47
1.87,24.31
-4.931,25.17
-2.5501,23.29
7.1411,20.58
2.211,21.76
2.89,21.26
2.041,22.95
-5.441,18.37
0.17,22.1
-5.781,19.89
0.17,21.43
-4.9314,24.48
-1.5303,20.24
2.7205,19.72
1.0202,22.62
#END

#KEY M416|bare|light|bare
#RPM 710
0.951,12.6
0.951,10.47
-2.378,15.45
1.189,17.84
0.713,18.31
3.092,18.79
6.897,23.31
3.805,18.55
3.567,22.11
2.378,23.78
6.184,24.5
2.14,24.49
4.043,19.98
4.043,19.03
4.28,18.55
3.33,22.83
5.232,21.16
1.427,17.6
7.848,22.83
1.189,21.41
4.518,22.83
2.141,25.92
-4.281,20.69
0.238,26.4
4.518,27.82
3.33,29.25
6.659,23.07
1.189,25.21
#END

#KEY M416|bare|light|tactical
#RPM 710
2.367,14.54
-0.507,10.15
-4.904,15.73
-1.86,16.74
4.904,16.4
1.353,19.95
4.227,19.28
2.029,25.7
4.228,21.48
2.874,24.18
-2.029,21.31
-2.029,19.95
-2.367,24.86
-1.691,24.18
3.382,24.18
1.352,23.84
-6.933,21.14
-0.169,18.09
3.044,19.11
0.676,22.83
-1.691,25.03
-0.169,20.96
-2.198,22.49
-1.86,24.69
5.58,22.32
0.846,21.31
-6.595,23.67
-2.368,24.69
#END

#KEY M416|bare|bare|tactical
#RPM 710
-1.695,20.0
-0.17,11.35
-2.372,18.65
-0.678,20.33
-4.406,18.31
-1.017,21.18
-5.423,19.83
-0.17,20.34
3.729,17.62
1.694,17.97
5.084,23.72
0.848,21.36
3.559,19.65
0.169,20.51
7.966,21.69
2.542,24.75
-4.576,20.16
0.678,20.68
5.592,23.56
0.848,20.16
4.576,22.37
1.355,21.02
-7.118,21.01
-2.542,18.31
1.695,20.67
2.034,25.25
4.745,25.93
1.695,21.7
#END

#KEY M416|bare|thumb|bare
#RPM 710
-1.696,25.2
-0.242,8.72
-1.696,18.18
-0.485,15.99
-3.392,15.51
-0.727,20.6
-2.424,16.72
-3.15,19.62
4.362,18.42
1.212,22.29
-1.939,22.54
-1.454,17.93
-3.635,21.57
-1.211,21.81
4.361,18.9
1.939,21.32
-1.454,18.9
0.0,21.57
-4.119,18.17
-0.727,20.36
0.727,23.02
1.454,23.26
-5.331,25.93
-1.939,24.96
5.816,23.5
0.484,20.6
-0.484,22.05
-0.97,24.72
#END

#KEY M416|bare|thumb|tactical
#RPM 710
-1.23,20.29
-0.82,9.43
-1.23,14.35
-0.82,17.01
-3.894,16.61
-1.23,18.24
-6.97,20.5
-2.664,17.01
-3.485,18.45
-0.205,21.93
7.174,13.94
2.665,17.42
6.764,18.25
2.46,18.44
-3.485,19.68
0.0,20.5
-3.484,18.86
-1.025,14.55
-1.025,18.45
-4.1,18.45
-4.509,14.55
-2.46,19.68
6.15,18.86
3.279,22.13
-3.689,17.63
0.615,19.68
2.254,20.7
1.23,22.35
#END

#KEY M416|bare|vertical|bare
#RPM 710
-0.498,15.34
-0.398,8.66
-4.481,13.64
-0.398,14.04
3.485,15.93
1.892,15.64
5.178,20.41
1.693,13.04
7.767,16.04
3.485,17.02
-2.788,17.53
-0.896,18.92
-4.581,16.33
-0.797,15.93
-4.082,16.53
-1.693,16.53
4.083,17.92
0.896,15.24
-2.29,19.82
-2.191,16.13
3.286,18.52
2.987,21.61
-3.585,19.21
-0.298,22.71
-3.187,21.21
-1.394,16.93
5.975,18.92
1.493,17.52
#END

#KEY M416|bare|vertical|tactical
#RPM 710
-3.286,16.6
-0.864,7.26
-2.075,11.24
-1.557,14.88
3.805,14.7
0.0,16.25
-3.978,16.43
-2.248,17.99
-3.286,14.52
0.173,15.91
2.594,16.09
1.557,15.21
-2.594,16.78
-0.346,14.18
6.917,15.74
1.534,14.15
-7.092,15.77
-4.28,15.29
5.014,16.51
1.345,16.26
-2.079,14.67
-0.489,15.9
-8.56,17.73
-3.791,17.37
3.057,17.24
-1.1,16.02
4.28,17.12
1.956,18.34
#END

#KEY M416|compensator|bare|tactical
#RPM 710
2.06,19.57
-0.515,6.95
2.831,11.32
-0.257,14.93
2.832,14.68
3.346,15.18
-5.663,16.99
0.0,16.99
3.089,15.96
1.287,13.39
3.604,14.41
2.059,16.22
-4.633,16.99
0.257,16.73
-9.782,16.73
-2.316,16.99
-4.119,14.93
-0.258,17.25
-4.118,15.44
0.0,13.39
-2.317,16.22
-2.574,20.85
-7.98,13.9
-2.317,14.928
-7.722,18.019
-1.802,14.158
3.604,15.959
3.089,16.475
#END

#KEY M416|flash_hider|bare|tactical
#RPM 710
2.488,17.6
1.914,6.51
0.765,11.87
2.106,13.2
1.914,13.02
1.531,15.11
2.87,15.7
2.106,18.95
3.636,17.41
0.0,16.27
3.636,15.5
2.105,19.14
6.316,16.84
1.34,16.46
5.55,15.12
3.253,19.14
3.254,19.14
1.148,17.79
4.211,18.38
0.956,16.46
-0.382,13.58
-2.488,17.8
2.679,17.42
2.297,20.86
-5.168,17.607
0.574,19.138
-1.531,21.052
1.723,18.182
#END

#KEY Mk47 Mutant|bare|bare|bare
#RPM 600
-1.327,21.22
2.274,8.53
-1.705,11.56
3.79,16.68
-4.738,14.59
-3.411,17.06
-3.411,15.73
0.568,16.29
-3.979,15.92
7.58,15.16
-3.411,15.73
-3.222,16.68
3.411,17.81
-6.822,15.54
-3.79,14.97
-3.791,18.01
3.222,14.97
4.548,15.73
5.307,14.78
6.822,15.35
-1.137,18.19
-4.548,17.06
-6.823,17.25
4.928,14.97
3.979,14.4
8.149,18.0
-2.653,12.89
-2.653,21.98
-7.391,19.33
#END

#KEY Mk47 Mutant|bare|angled|bare
#RPM 600
2.733,20.5
-1.913,11.2
-2.459,13.12
-4.1,13.94
2.46,16.67
5.193,15.86
3.826,16.94
-1.64,17.49
2.733,16.95
1.913,18.85
-2.186,19.14
-2.87,17.9
4.1,16.26
2.186,18.45
4.1,14.89
5.056,15.03
-0.274,18.04
-4.099,17.77
-3.143,18.58
-6.013,17.49
4.1,15.58
-5.056,13.8
1.913,14.9
2.733,14.62
3.143,12.436
4.509,16.535
-3.963,17.628
-4.099,12.845
-2.597,19.678
#END

#KEY Mk47 Mutant|bare|angled|tactical
#RPM 600
4.952,22.15
-3.388,10.94
-1.043,13.03
1.303,14.85
2.606,17.99
-1.563,13.02
2.085,15.12
-2.867,16.68
2.345,19.02
3.649,15.12
-0.521,15.11
-4.431,15.11
-2.866,12.77
-3.648,13.55
1.303,12.77
-1.564,17.2
3.127,16.68
-0.26,13.29
1.302,14.59
5.212,17.46
4.17,14.08
3.127,15.63
-3.648,18.76
1.563,15.9
-2.866,14.854
4.43,18.762
-2.606,15.375
-3.388,16.157
-2.085,19.284
#END

#KEY Mk47 Mutant|compensator|bare|bare
#RPM 600
-0.703,19.66
-1.873,8.43
